Dátum,Elhunytak,Lélegeztetettek,Beoltottak,Kétszer oltottak,Kórházban ápoltak,Összes fertőzött,Háromszor oltottak,Napi új elhunyt,Napi új beoltott,Napi új másodszor oltott,Napi új harmadszor oltott,Napi új fertőzött
2021-12-26,38634,,6249901,5964041,,1243322,3146482,109,1376,2157,3494,1997
2021-12-27,38743,409,6251277,5966197,4063,1245319,3149976,109,1376,2156,3494,1997
2021-12-28,38894,374,6252653,5968354,4019,1246689,3153470,151,1376,2157,3494,1370
2021-12-29,39009,357,6257771,5973555,3854,1249694,3161930,115,5118,5201,8460,3005
2021-12-30,39104,342,6262698,5978673,3697,1253055,3170694,95,4927,5118,8764,3361
2021-12-31,39186,334,6266064,5981569,3492,1256415,3176553,82,3366,2896,5859,3360
2022-01-01,39269,,6266204,5981747,,1258370,3177111,83,140,178,558,1955
2022-01-02,39351,,6266343,5981926,,1260325,3177670,82,139,179,559,1955
2022-01-03,39434,318,6266483,5982104,3313,1262280,3178228,83,140,178,558,1955
2022-01-04,39517,316,6268108,5986342,3335,1264709,3184580,83,1625,4238,6352,2429
2022-01-05,39599,307,6269955,5990568,3090,1269979,3191997,82,1847,4226,7417,5270
2022-01-06,39679,307,6272718,5996472,3101,1276433,3198951,80,2763,5904,6954,6454
2022-01-07,39780,291,6278355,6006178,3070,1282957,3217724,101,5637,9706,18773,6524
2022-01-08,39836,,6283156,6013311,,1287842,3240675,56,4801,7133,22951,4885
2022-01-09,39891,,6287958,6020445,,1292727,3263626,55,4802,7134,22951,4885
2022-01-10,39947,281,6292759,6027578,2931,1297612,3286577,56,4801,7133,22951,4885
